,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,REGION,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATVRMID,SATMT25,SATMT75,SATMTMID,SATWR25,SATWR75,SATWRMID,ACTCM25,ACTEN25,ACTMT25,ACTWR25,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,PCIP11,PCIP14,PCIP15,PCIP26,PCIP27,PCIP40,PCIP41,CIP11BACHL,CIP14BACHL,CIP15BACHL,CIP26BACHL,CIP27BACHL,CIP40BACHL,CIP41BACHL,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,DEP_INC_AVG,IND_INC_AVG,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,MALE_RPY_5YR_N,FEMALE_RPY_5YR_N,MALE_RPY_7YR_N,FEMALE_RPY_7YR_N,FEMALE,UGDS_MEN,UGDS_WOMEN
46,Samford University,Birmingham,AL,35229-2240,Southern Association of Colleges and Schools Commission on Colleges,1,3,4,2,5,19.0,14.0,14.0,54.0,0.933,500.0,610.0,555.0,490.0,610.0,550.0,500.0,610.0,555.0,23.0,23.0,21.0,,29.0,31.0,27.0,,26.0,27.0,24.0,,1162.0,0.0116,0.0039,0.0,0.0362,0.0103,0.0026,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3145.0,42270.0,,28370.0,28370.0,8599.0,0.9944,0.7397,,0.701,,0.7478,0.6452,0.7778,0.75,109761.85269,34147.029126,16561,15207,587,271,248,442,260,385,0.651421508,0.3555,0.6445
47,Selma University,Selma,AL,36701,Association for Bibical Higher Educaiton,1,3,4,2,5,24.0,7.0,6.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,312.0,15055.0,,6705.0,6705.0,2719.0,0.831,1.0,,0.2308,,,1.0,,,19260.00641,11548.312102,6350,5500,158,57,21,34,,,0.5335463259,0.5096,0.4904
48,Shelton State Community College,Tuscaloosa,AL,35405-8522,Southern Association of Colleges and Schools Commission on Colleges,1,2,2,1,5,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4478.0,13901.0,,3933.0,7383.0,4609.0,0.4465,,0.1225,,0.1198,,,,,21955.932938,11253.511137,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,PrivacySuppressed,0.5689519307,0.448,0.552
49,Snead State Community College,Boaz,AL,35957-0734,Southern Association of Colleges and Schools Commission on Colleges,1,2,2,1,5,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0509,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178.0,10771.0,,4380.0,7830.0,5119.0,0.2611,,0.3425,,0.3299,,,,,34883.712963,21029.316109,3706.5,3500,63,40,,,PrivacySuppressed,PrivacySuppressed,0.6202531646,0.3935,0.6065
50,University of South Alabama,Mobile,AL,36688-0002,Southern Association of Colleges and Schools Commission on Colleges,1,3,4,1,5,16.0,13.0,16.0,,0.7816,430.0,560.0,495.0,430.0,540.0,485.0,440.0,560.0,500.0,20.0,20.0,18.0,6.0,25.0,26.0,25.0,8.0,23.0,23.0,22.0,7.0,1045.0,0.0374,0.0665,0.0,0.0493,0.0057,0.0161,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11379.0,19654.0,,7332.0,14364.0,7179.0,0.628,0.3605,,0.3708,,0.3831,0.2604,0.45,0.5323,57074.37398,23660.479705,15188,12500,3326,2026,1776,3079,1400,2832,0.60931255,0.4405,0.5595
51,Spring Hill College,Mobile,AL,36608-1791,Southern Association of Colleges and Schools Commission on Colleges,1,3,4,2,5,20.0,14.0,11.0,30.0,0.4132,495.0,600.0,548.0,490.0,605.0,548.0,,,,22.0,22.0,20.0,,27.0,29.0,26.0,,25.0,26.0,23.0,,1120.0,0.0,0.009000000000000001,0.0,0.0807,0.0135,0.009000000000000001,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1347.0,45489.0,,34092.0,34092.0,6278.0,0.6567,0.5296,,0.5551,,0.5484,0.4138,0.7407,0.2,79706.68007,13483.033333,23000,18524,444,210,184,388,143,330,0.634551495,0.3942,0.6058
52,Southeastern Bible College,Birmingham,AL,35244-2083,,1,3,3,2,5,24.0,9.0,7.0,,1.0,620.0,680.0,650.0,440.0,630.0,535.0,540.0,580.0,560.0,18.0,19.0,15.0,,25.0,27.0,26.0,,22.0,23.0,21.0,,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,18988.0,,12600.0,12600.0,4425.0,0.9091,0.25,,0.2245,,0.4118,0.0,0.5,,50890.576923,26263.964912,20687.5,18750,63,72,83,53,75,45,0.4578313253,0.596,0.404
53,Stillman College,Tuscaloosa,AL,35401,Southern Association of Colleges and Schools Commission on Colleges,1,3,3,2,5,21.0,11.0,8.0,66.0,0.5659,350.0,480.0,415.0,320.0,450.0,385.0,,,,14.0,15.0,14.0,,21.0,22.0,21.0,,18.0,19.0,18.0,,831.0,0.0,0.0,0.0,0.3033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,843.0,26466.0,,10418.0,10418.0,4770.0,1.0,0.2267,,0.2141,,0.1,0.2244,1.0,,29332.537753,8549.6984127,18750,10000,415,336,333,345,314,251,0.4504950495,0.5172,0.4828
54,Talladega College,Talladega,AL,35160,Southern Association of Colleges and Schools Commission on Colleges,1,3,3,2,5,21.0,10.0,8.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,0.0556,0.0,0.0,0.1,0.0111,0.0111,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,919.0,21476.0,,12510.0,12510.0,5186.0,0.6154,0.3667,,0.4046,,1.0,0.3041,0.9,1.0,26751.10017,7638.234375,20000,15775,308,304,140,229,57,107,0.450488145,0.5419,0.4581
55,H Councill Trenholm State Community College,Montgomery,AL,36108-3199,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,1,5,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0428,0.0,0.0518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.0,11168.0,,4074.0,7524.0,5998.0,0.5686,,0.3402,,0.2801,,,,,20156.461988,15141.343675,PrivacySuppressed,PrivacySuppressed,,,,,,,0.5396995708,0.5086,0.4914
56,Troy University,Troy,AL,36082-0001,Southern Association of Colleges and Schools Commission on Colleges,4,3,4,1,5,18.0,5.0,16.0,,0.9187,433.0,528.0,481.0,430.0,550.0,490.0,,,,19.0,19.0,17.0,,26.0,27.0,24.0,,23.0,23.0,21.0,,1046.0,0.0468,0.0,0.0036,0.0346,0.0094,0.0025,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,14065.0,17898.0,,7924.0,14812.0,6336.0,0.3894,0.327,,0.3379,,0.4099,0.2185,0.2759,0.5714,54553.350714,25940.64332,16250,12500,8601,3463,3080,7015,2169,5414,0.6569933397,0.3959,0.6041
57,Tuskegee University,Tuskegee,AL,36088-1920,Southern Association of Colleges and Schools Commission on Colleges,1,3,4,2,5,22.0,12.0,14.0,,0.5296,420.0,510.0,465.0,410.0,520.0,465.0,,,,18.0,21.0,19.0,,23.0,23.0,20.0,,21.0,22.0,20.0,,955.0,0.0139,0.1829,0.0,0.1204,0.0139,0.0301,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2486.0,34354.0,,20015.0,20015.0,6086.0,0.9885,0.4535,,0.4631,,0.5,0.4939,0.5,,52741.94381,7006.3023256,26623,22500,777,667,563,658,481,532,0.6342857143,0.3842,0.6158
58,United States Sports Academy,Daphne,AL,36526-7055,Southern Association of Colleges and Schools Commission on Colleges,1,3,4,2,5,32.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,,,,,5393.0,0.25,,,,,,,,,62570.076923,29761.094595,PrivacySuppressed,PrivacySuppressed,19,92,81,11,81,23,0.1954022989,0.8365,0.1635
59,Bevill State Community College,Jasper,AL,35501,Southern Association of Colleges and Schools Commission on Colleges,1,2,2,1,5,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0129,0.0,0.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,13058.0,,4350.0,7800.0,4598.0,0.3381,,0.2035,,0.1842,,,,,20690.140268,14052.528879,PrivacySuppressed,PrivacySuppressed,,,,,,,0.6407992565,0.3789,0.6211
60,University of Alaska Anchorage,Anchorage,AK,99508,Northwest Commission on Colleges and Universities,1,3,4,1,8,18.0,5.0,15.0,,0.706,,,,,,,,,,,,,,,,,,,,,,,0.0248,0.0354,0.0667,0.0189,0.0069,0.011,0.0147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12348.0,14476.0,,5545.0,17177.0,8826.0,0.4828,0.2408,,0.2453,,0.2752,0.1951,0.2796,0.2222,60913.752544,28770.591076,10469,9500,2848,1895,1553,2407,1224,2029,0.5957103321,0.428,0.5720000000000001
61,Alaska Bible College,Palmer,AK,99645,Association for Bibical Higher Educaiton,1,1,3,2,8,-3.0,10.0,8.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17404.0,,9300.0,9300.0,2837.0,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,0.6786,0.3214
62,University of Alaska Fairbanks,Fairbanks,AK,99775-7500,Northwest Commission on Colleges and Universities,1,3,4,1,8,16.0,9.0,13.0,,0.731,480.0,610.0,545.0,480.0,610.0,545.0,450.0,570.0,510.0,18.0,17.0,17.0,6.0,26.0,25.0,26.0,8.0,22.0,21.0,22.0,7.0,1058.0,0.0081,0.0814,0.0285,0.0431,0.0024,0.0163,0.0024,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5432.0,16025.0,,5674.0,17303.0,9265.0,0.6724,0.2817,,0.3013,,0.33,0.15,0.2857,0.5,68901.747778,28258.510984,9500,9500,1165,881,730,981,549,767,0.5916795069,0.451,0.5489999999999999
63,University of Alaska Southeast,Juneau,AK,99801-8697,Northwest Commission on Colleges and Universities,1,3,4,1,8,20.0,5.0,9.0,,0.4891,,,,,,,,,,,,,,,,,,,,,,,0.0026,0.0,0.0051,0.023,0.0077,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1372.0,18474.0,,6132.0,17306.0,7961.0,0.5215,0.2304,,0.2023,,0.3095,0.0,0.1111,0.0,58087.106481,30957.890282,9500,8712,387,223,189,352,173,304,0.691588785,0.3017,0.6983
64,Alaska Pacific University,Anchorage,AK,99508,Northwest Commission on Colleges and Universities,1,3,4,2,8,20.0,9.0,7.0,71.0,0.3891,415.0,570.0,493.0,415.0,545.0,480.0,390.0,520.0,455.0,17.0,15.0,17.0,,26.0,26.0,25.0,,22.0,21.0,21.0,,985.0,0.0,0.0,0.0,0.1772,0.0,0.0253,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,254.0,31435.0,,19610.0,19610.0,5458.0,0.5714,0.5238,,0.5802,,0.5882,,1.0,,98332.208955,37914.513889,15250,17500,176,75,71,162,72,131,0.654676259,0.3543,0.6457
65,AVTEC-Alaska's Institute of Technology,Seward,AK,99664-0889,Council on Occupational Education,1,1,1,1,8,-3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0395,0.0,0.1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,,,,,,,,0.8039,,0.7846,,,,,59031.366197,20973.065421,5182,5500,38,84,123,32,79,33,0.3202247191,0.8165,0.1835
66,Charter College,Vancouver,WA,98683-7575,Accrediting Council for Independent Colleges and Schools,1,1,4,3,8,23.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,30017.0,,20137.0,20137.0,4674.0,0.192,0.4642,,0.462,,0.5478,0.4308,0.5469,0.5098,43934.149286,20621.041815,12208,10500,2851,1019,469,1457,202,455,0.7433295753,0.2555,0.7445
67,Alaska Career College,Anchorage,AK,99507-1033,Accrediting Commission of Career Schools and Colleges,1,1,2,3,8,-3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,,19227.0,,,4180.0,0.2353,,0.7029,,0.7113,,,,,44817.507538,20403.037773,7199,7906.5,536,86,80,543,79,512,0.8361823362,0.1905,0.8095
68,Empire Beauty School-Tucson,Tucson,AZ,85716,National Accrediting Commission of Career Arts and Sciences,12,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,,17683.0,,,,,,0.5397,,0.5539,,,,,35962.058025,12407.118361,8715,10113,479,32,49,534,24,428,0.9384398496,0.0609,0.9391
69,Thunderbird School of Global Management,Glendale,AZ,85306-6000,North Central Association of Colleges and Schools The Higher Learning Commission,6,1,4,1,6,29.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18326.0,0.8261,,,,,,,,,74246.804848,32231.854257,14656,14400,12311,10427,7598,9022,6009,7622,0.5444093382,,
70,American Indian College Inc,Phoenix,AZ,85021,,1,2,3,2,6,22.0,11.0,8.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,22928.0,,11700.0,11700.0,2706.0,0.6316,0.0667,,0.125,,0.0,,0.0,,28628.722222,11390.727273,10250,9500,26,23,22,11,PrivacySuppressed,PrivacySuppressed,0.5,0.5,0.5
71,American Institute of Trucking,Phoenix,AZ,85043-4729,Accrediting Commission of Career Schools and Colleges,1,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,,21100.0,,,,,,0.4758,,0.4768,,,,,34828.361111,22185.170007,6080,5982,256,2248,1891,212,969,153,0.1170418006,0.9012,0.0988
72,Carrington College-Phoenix North,Phoenix,AZ,85051-4063,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,6,1,2,3,6,10.0,4.0,2.0,,0.9837,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,,25266.0,,,4293.0,0.72,,0.6753,,0.6920000000000001,,,,,33142.996597,16818.358702,9500,9500,4193,1195,1510,5749,896,4272,0.8174683035,0.142,0.858
73,Carrington College-Mesa,Mesa,AZ,85210,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,6,1,2,3,6,-3.0,4.0,2.0,,0.9861,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,,25690.0,,,4314.0,0.1667,,0.6667,,0.685,,,,,33142.996597,16818.358702,9500,9500,4193,1195,1510,5749,896,4272,0.8174683035,0.1785,0.8215
74,Carrington College-Tucson,Tucson,AZ,85745,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,6,1,1,3,6,-3.0,4.0,1.0,,0.9774,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,,23663.0,,,3281.0,0.5,,0.7075,,0.7052,,,,,33142.996597,16818.358702,9500,9500,4193,1195,1510,5749,896,4272,0.8174683035,0.1933,0.8067
75,CollegeAmerica-Flagstaff,Flagstaff,AZ,86001,Accrediting Commission of Career Schools and Colleges,3,2,3,2,6,10.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,30875.0,,16968.0,16968.0,5438.0,0.1818,0.321,,0.4016,,0.1739,0.0,0.4,,24427.656757,13826.48062,18313,14750,681,193,154,484,92,318,0.6993006993,0.1898,0.8102
76,Arizona Academy of Beauty-East,Tucson,AZ,85712,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,23160.0,,,,,,0.875,,0.6279,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0606,0.9394
77,Arizona Automotive Institute,Glendale,AZ,85301-3579,Accrediting Commission of Career Schools and Colleges,9,1,1,3,6,10.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,,33809.0,,,,,,0.6271,,0.5638,,,,,32826.64878,17985.324249,9339,7667,1773,467,490,2108,325,1830,0.464067553,0.9527,0.0473
78,Brookline College-Phoenix,Phoenix,AZ,85021,Accrediting Council for Independent Colleges and Schools,4,1,4,3,6,23.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,,32145.0,,,5841.0,0.7353,0.3894,,0.42,,0.4278,0.2604,0.5308,0.2222,28203.657929,17477.085047,9500,9500,4536,1168,979,4105,254,2008,0.7936797326,0.2032,0.7968
79,Arizona State University-Tempe,Tempe,AZ,85287,North Central Association of Colleges and Schools The Higher Learning Commission,6,3,4,1,6,15.0,15.0,15.0,,0.8291,510.0,630.0,570.0,520.0,640.0,580.0,,,,23.0,21.0,23.0,,28.0,29.0,28.0,,26.0,25.0,26.0,,1143.0,0.0349,0.0861,0.0016,0.0859,0.0115,0.0099,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41222.0,23440.0,,10158.0,25458.0,10941.0,0.9115,0.6553,,0.6448,,0.6656,0.5057,0.63,0.7293,74246.804848,32231.854257,14656,14400,12311,10427,7598,9022,6009,7622,0.5444093382,0.5679,0.4321
80,Arizona Western College,Yuma,AZ,85365-8834,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,6,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0093,0.0064,0.0149,0.0064,0.0059,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6608.0,14398.0,,2540.0,9530.0,6247.0,0.3002,,0.1625,,0.1636,,,,,27830.876036,18955.9587,4500,3500,445,398,313,486,216,359,0.5389892522,0.428,0.5720000000000001
81,University of Arizona,Tucson,AZ,85721-0066,North Central Association of Colleges and Schools The Higher Learning Commission,2,3,4,1,6,15.0,13.0,15.0,,0.7643,,,,,,,,,,,,,,,,,,,,,,,0.0209,0.0598,0.0033,0.1065,0.013,0.0233,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,32964.0,23996.0,,11403.0,32630.0,10499.0,0.7433,0.6085,,0.6057,,0.6206,0.4681,0.561,0.6854,78206.425391,19250.0063,13000,12750,4612,3967,3460,4002,2888,3574,0.55336315,0.4849,0.5151
82,Southwest University of Visual Arts-Tucson,Tucson,AZ,85716,North Central Association of Colleges and Schools The Higher Learning Commission,2,3,4,3,6,30.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,38376.0,,23069.0,23069.0,5670.0,0.5143,0.8462,,0.9241,,0.8571,0.6,1.0,,48312.24359,18388.288889,31000,31250,186,142,131,202,130,219,0.5853658537,0.5038,0.4962
83,Central Arizona College,Coolidge,AZ,85128-9030,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,6,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,0.0,0.0063,0.0,0.0,0.0027,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5134.0,9598.0,,2460.0,10740.0,6252.0,1.0,,0.1746,,0.1761,,,,,33850.906866,21932.769001,5500,5500,1134,672,447,655,196,392,0.6138673042,0.3709,0.6291
84,Brown Mackie College-Tucson,Tucson,AZ,85712,Accrediting Council for Independent Colleges and Schools,32,2,3,3,6,22.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0733,0.0,0.0628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,24489.0,,13788.0,13788.0,4879.0,0.234,0.3582,,0.3387,,0.3333,0.3333,0.3718,1.0,36489.496908,16279.058555,13547,12391.5,22743,8954,2410,4910,536,783,0.700423655,0.4222,0.5778
85,Charles of Italy Beauty College,Lake Havasu City,AZ,86403,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,13796.0,,,,,,0.6023,,0.6346,,,,,38486.65625,13176.944444,PrivacySuppressed,PrivacySuppressed,105,13,21,98,10,119,PrivacySuppressed,0.1429,0.8571
86,Cochise County Community College District,Douglas,AZ,85607-6190,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,6,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0155,0.0009,0.0258,0.0042,0.0014,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3949.0,9378.0,,1848.0,6000.0,6990.0,0.2896,,0.2057,,0.2185,,,,,27190.844794,19391.708176,4500,3500,398,246,233,405,238,449,0.5670159956,0.4829,0.5171
87,Empire Beauty School-Flagstaff,Flagstaff,AZ,86004,National Accrediting Commission of Career Arts and Sciences,15,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,17263.0,,,,,,0.4516,,0.5556,,,,,40562.275281,13425.01328,9500,9763.5,542,34,43,492,30,372,0.9424040067,0.0682,0.9318
88,Empire Beauty School-Chandler,Chandler,AZ,85224,National Accrediting Commission of Career Arts and Sciences,15,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,16749.0,,,,,,0.5556,,0.5736,,,,,40562.275281,13425.01328,9500,9763.5,542,34,43,492,30,372,0.9424040067,0.1364,0.8636
89,Cortiva Institute-Tucson,Tucson,AZ,85710,Accrediting Commission of Career Schools and Colleges,1,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,,22299.0,,,,,,0.8026,,0.8061,,,,,33108.621795,20255.494118,6333,6333,301,108,70,215,47,138,0.6794354839,0.2932,0.7068
90,Avalon School of Cosmetology-Mesa,Mesa,AZ,85210,National Accrediting Commission of Career Arts and Sciences,3,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,,15611.0,,,,,,0.72,,0.7649,,,,,52557.874582,20306.890671,6372,9500,789,67,36,494,18,208,0.9563862928,0.036000000000000004,0.964
91,Eastern Arizona College,Thatcher,AZ,85552-0769,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,6,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0094,0.0,0.0174,0.0013,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4526.0,12399.0,,2080.0,9580.0,8265.0,0.2801,,0.3055,,0.3347,,,,,29714.646904,12559.092382,PrivacySuppressed,PrivacySuppressed,,,,,,,0.5719476744,0.4483,0.5517
92,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,Southern Association of Colleges and Schools Commission on Colleges,2,3,4,2,6,22.0,14.0,10.0,,0.7914,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4308,0.0,0.0,0.0,0.0346,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2193.0,47148.0,,33144.0,33144.0,8514.0,0.7337,0.5881,,0.5858,,0.5864,0.375,0.5161,0.6667,83733.25673,33257.196067,14981,12500,700,3450,3121,645,2832,607,0.1777327251,0.7715,0.2285
93,Frank Lloyd Wright School of Architecture,Scottsdale,AZ,85259,North Central Association of Colleges and Schools The Higher Learning Commission,1,4,4,2,6,30.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1952.0,1.0,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,
94,Glendale Community College,Glendale,AZ,85302,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,6,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.018000000000000002,0.0,0.0118,0.001,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15616.0,11530.0,,2046.0,7830.0,9062.0,1.0,,0.1437,,0.1466,,,,,31226.469215,17171.776815,3500,3500,3151,2382,1415,1907,865,1398,0.5629154796,0.4582,0.5418
95,Grand Canyon University,Phoenix,AZ,85017,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,3,6,18.0,5.0,15.0,,0.4320000000000001,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,42444.0,31131.0,,17050.0,17050.0,5985.0,0.9826,0.3363,,0.3119,,0.4386,0.125,0.2222,,66262.990922,35920.329596,12500,10349,19156,5201,5105,14524,1218,2955,0.752124423,0.2708,0.7292
